  Oxs_RungeKuttaEvolve:evolve:Total energy (J), Oxs_RungeKuttaEvolve:evolve:Energy calc count, Oxs_RungeKuttaEvolve:evolve:Max dm/dt (deg/ns), Oxs_RungeKuttaEvolve:evolve:dE/dt (J/s), Oxs_RungeKuttaEvolve:evolve:Delta E (J), Oxs_CubicAnisotropy::Energy (J), Oxs_UniformExchange::Energy (J), Oxs_UniformExchange::Max Spin Ang (deg), Oxs_UniformExchange::Stage Max Spin Ang (deg), Oxs_UniformExchange::Run Max Spin Ang (deg), Oxs_ScriptUZeeman::Energy (J), Oxs_ScriptUZeeman::B (mT), Oxs_ScriptUZeeman::Bx (mT), Oxs_ScriptUZeeman::By (mT), Oxs_ScriptUZeeman::Bz (mT), Oxs_FixedZeeman::Energy (J), Oxs_Demag::Energy (J), Oxs_TimeDriver::Iteration, Oxs_TimeDriver::Stage iteration, Oxs_TimeDriver::Stage, Oxs_TimeDriver::mx, Oxs_TimeDriver::my, Oxs_TimeDriver::mz, Oxs_TimeDriver::mx_corner, Oxs_TimeDriver::my_corner, Oxs_TimeDriver::mz_corner, Oxs_TimeDriver::Last time step (s), Oxs_TimeDriver::Simulation time (s)
  -1.9828342770700266e-17, 1,              4682.7859619137935, -4.7214311049784697e-08, 0,              -9.1016248996985089e-22, 0,              0,              0,              0,              -1.2796801199499635e-18, 200,            0,              200,            0,              -3.1992002998750553e-17, 1.3444250510490219e-17, 0,              0,              0,              0.99975009371095891, 0.019995001874219157, 0.0099975009371095786, 0.99975009371095369, 0.019995001874219126, 0.009997500937109563, 0,              0              
  -1.9828438407769245e-17, 7,              4682.8773034333544, -4.7069462891768103e-08, -9.5637068920847367e-23, -9.0752615010985818e-22, 3.7807587423301398e-26, 0.0037342803263223979, 0.0037342803263223979, 0.0037342803263223979, -1.2795983992726366e-18, 199.99997717798331, 0,              199.99997717798331, 0,              -3.1992026169798677e-17, 1.3444093649644592e-17, 1,              1,              0,              0.99975081780620845, 0.019993727270120807, 0.009927373451199803, 0.99975110356777752, 0.019995476662143814, 0.0098949658188230826, 2.0287068589651008e-15, 2.0287068589651008e-15
  -1.9828818017583791e-17, 13,             4683.233674189315, -4.6490096463833183e-08, -3.7960981455006199e-22, -8.971890100798254e-22, 9.4514547366495419e-25, 0.018669080158005526, 0.018669080158005526, 0.018669080158005526, -1.279280639591244e-18, 199.99942945036443, 0,              199.99942945036443, 0,              -3.1992117022890815e-17, 1.3443475888762874e-17, 2,              2,              0,              0.99975365696533747, 0.019988817016674515, 0.0096468662583112912, 0.9997550202469454, 0.019997513444841155, 0.0094848279121966771, 8.1148274358604033e-15, 1.0143534294825504e-14
  -1.9830289444097618e-17, 19,             4684.5148213967859, -4.4172705489114162e-08, -1.4714265138229995e-21, -8.5917216963740455e-22, 1.666906962543277e-23, 0.078369450607910424, 0.078369450607910424, 0.078369450607910424, -1.2781555917993018e-18, 199.9899357433043, 0,              199.9899357433043, 0,              -3.1992451137897127e-17, 1.3441159788698824e-17, 3,              3,              0,              0.99976409805928523, 0.019972186147904938, 0.0085249015519751788, 0.99976872298417108, 0.020007862249336855, 0.0078443379252481973, 3.2459309743441613e-14, 4.2602844038267121e-14
  -1.9835422165632071e-17, 25,             4687.3053759700579, -3.4882335738642249e-08, -5.1327215344585933e-21, -7.6040068624015113e-22, 2.7283075739246373e-22, 0.31644210381535171, 0.31644210381535171, 0.31644210381535171, -1.2759899948002606e-18, 199.83517887247024, 0,              199.83517887247024, 0,              -3.1993319050180061e-17, 1.3434374449277097e-17, 4,              4,              0,              0.99979122031812684, 0.019953787697688161, 0.0040393506189182636, 0.99979212027999376, 0.020084453382675678, 0.001284680546538788, 1.2983723897376645e-13, 1.7244008301203356e-13
  -1.984361687411089e-17, 31,             4671.0037484294753, 3.9817162848948509e-09, -8.1947084788217233e-21, -1.2109470352397938e-21, 4.3624581914615501e-21, 1.2537032908454575, 1.2537032908454575, 1.2537032908454575, -1.3039173341757098e-18, 197.36376151330836, 0,              197.36376151330836, 0,              -3.1989356777490058e-17, 1.3446505726398656e-17, 5,              5,              0,              0.99966739929656456, 0.020645845205095277, -0.013784292875019035, 0.99938643285060669, 0.020951003425033025, -0.024833333957223737, 5.1934895589506581e-13, 6.9178903890709932e-13
  -1.9626322297388775e-17, 37,             4432.2838481574408, 2.3538429912478697e-07, 2.1729457672212428e-19, -1.420571157274127e-20, 6.3495036180312199e-20, 4.5807898343224887, 4.5807898343224887, 4.5807898343224887, -1.7929595097529024e-18, 162.88683203363232, 0,              162.88683203363232, 0,              -3.1873930705297069e-17, 1.3991278593053628e-17, 6,              6,              0,              0.99606033454053355, 0.034398105715635313, -0.077076839173844433, 0.9909164192158898, 0.032536835599236417, -0.12039109232376363, 2.0291024538560895e-12, 2.7208914927631889e-12
  -1.8716680946052311e-17, 43,             3716.6291683891241, 5.6240345310273931e-07, 9.0964135133647142e-19, -3.9616969255634827e-20, 1.8881920714032878e-19, 8.9927804701399463, 8.9927804701399463, 8.9927804701399463, -2.1271222795355462e-18, 101.1390595954164, 0,              101.1390595954164, 0,              -3.1641591893831864e-17, 1.4902830989430406e-17, 7,              7,              0,              0.98879974668224524, 0.065723936431082, -0.12483019902176754, 0.97343632775933975, 0.058203549556029424, -0.20333045286798865, 2.238089578818943e-12, 4.9589810715821323e-12
  -1.7325422147757127e-17, 49,             3087.6995954260419, 6.2879065909331075e-07, 1.3912587982951699e-18, -6.5249913521918144e-20, 3.4476612676695243e-19, 12.500962591449337, 12.500962591449337, 12.500962591449337, -1.6234502128852244e-18, 47.865289867557273, 0,              47.865289867557273, 0,              -3.1397603687789803e-17, 1.5416115539672866e-17, 8,              8,              0,              0.98117511524343137, 0.1059908323819625, -0.14606297430853443, 0.95386311969289939, 0.093093713740472872, -0.25919325634976398, 2.2225024950306124e-12, 7.1814835666127447e-12
  -1.6138810910352761e-17, 55,             2789.2894306480052, 4.0976420644685546e-07, 1.1866112374043673e-18, -8.8618817866013003e-20, 5.0279620852148082e-19, 14.443037254313088, 14.443037254313088, 14.443037254313088, -8.1728944430053763e-19, 17.179221568501646, 0,              17.179221568501646, 0,              -3.1164641398827232e-17, 1.5428942542119541e-17, 9,              9,              0,              0.97389504371335145, 0.14866968816107629, -0.14789362451001972, 0.93467716554052971, 0.13393431521799798, -0.29536356306230854, 2.2276389069269629e-12, 9.4091224735397076e-12
