Time,mx,my,mz
0.0,0.0,0.0,1.0
6.812873544969423e-12,1.1920166401206243e-06,2.0835117960180963e-07,0.9999999999991503
9.999999999999996e-12,1.7238531323751597e-06,4.351176528619565e-07,0.9999999999983048
9.999999999999996e-12,1.7238531323751597e-06,4.351176528619565e-07,0.9999999999983048
1.349637367325083e-11,2.1842270642238248e-06,4.022194458124335e-07,0.9999999999974644
1.7041430745609465e-11,2.656762551525658e-06,4.4767359820808573e-07,0.9999999999962867
2e-11,3.046292661489039e-06,5.448912317765371e-07,0.9999999999951829
2e-11,3.046292661489039e-06,5.448912317765371e-07,0.9999999999951829
2.3186336689913306e-11,3.1885356240444693e-06,4.815480785744294e-07,0.999999999994693
2.6426527499561444e-11,3.3441610423174493e-06,4.388356585121135e-07,0.9999999999941904
2.896438789821737e-11,3.471862046790705e-06,4.213419150385561e-07,0.9999999999937172
2.9999999999999993e-11,3.525042289146366e-06,4.1832497406811415e-07,0.999999999993538
2.9999999999999993e-11,3.525042289146366e-06,4.1832497406811415e-07,0.999999999993538
3.321084933225551e-11,3.342562155476682e-06,3.936300611998558e-07,0.9999999999940972
3.647812590411248e-11,3.162313091973592e-06,3.374362673587276e-07,0.9999999999946672
3.9005644781871906e-11,3.029757934792625e-06,2.737918133411449e-07,0.9999999999950594
3.999999999999999e-11,2.9797754464434462e-06,2.442453226753628e-07,0.999999999995207
3.999999999999999e-11,2.9797754464434462e-06,2.442453226753628e-07,0.999999999995207
4.320333995247464e-11,2.529032622553241e-06,3.105356799201896e-07,0.9999999999963906
4.646058747685717e-11,2.061591340449275e-06,3.030578867507898e-07,0.9999999999974376
4.899089762495206e-11,1.6993486735044986e-06,2.459714409242301e-07,0.9999999999981252
4.9999999999999995e-11,1.5564033738206327e-06,2.1102192538225426e-07,0.9999999999983548
4.9999999999999995e-11,1.5564033738206327e-06,2.1102192538225426e-07,0.9999999999983548
5.315309303719412e-11,9.862201619948499e-07,3.715415836760715e-07,0.9999999999990316
5.636381629635621e-11,3.810257143332432e-07,4.4189747889929627e-07,0.9999999999994272
5.890404017453511e-11,-1.0635301813351684e-07,4.3060948795387965e-07,0.9999999999995296
5.999999999999999e-11,-3.170636151819605e-07,4.076309380308359e-07,0.9999999999994824
5.999999999999999e-11,-3.170636151819605e-07,4.076309380308359e-07,0.9999999999994824
6.300482970775444e-11,-8.14450752228745e-07,6.051875171806513e-07,0.9999999999990322
6.607754690218923e-11,-1.3534787689026164e-06,7.299223561168421e-07,0.9999999999983612
6.916621070266783e-11,-1.9153819521901725e-06,7.745181493242019e-07,0.9999999999973922
6.999999999999999e-11,-2.069047708312177e-06,7.725836002418316e-07,0.999999999997083
6.999999999999999e-11,-2.069047708312177e-06,7.725836002418316e-07,0.999999999997083
7.275160281637831e-11,-2.348475882023502e-06,9.168780270300336e-07,0.9999999999963184
7.556060206642576e-11,-2.6550887043002786e-06,1.0259104522845385e-06,0.999999999995416
7.838991855385776e-11,-2.980844128175929e-06,1.0947255750294717e-06,0.9999999999943824
7.999999999999998e-11,-3.1717954833044987e-06,1.1149920556406157e-06,0.9999999999937514
7.999999999999998e-11,-3.1717954833044987e-06,1.1149920556406157e-06,0.9999999999937514
8.247849771212206e-11,-3.2007328003536194e-06,1.1379446163915336e-06,0.9999999999935864
8.501420368475459e-11,-3.2346790366943158e-06,1.1604873080601631e-06,0.9999999999934044
8.758799086563846e-11,-3.2735887549268687e-06,1.1817472981492994e-06,0.9999999999932084
9e-11,-3.3139717208940444e-06,1.1995556417189188e-06,0.9999999999930081
9e-11,-3.3139717208940444e-06,1.1995556417189188e-06,0.9999999999930081
9.239261885426193e-11,-3.136423474557268e-06,1.077396516334196e-06,0.9999999999936736
9.483665854628705e-11,-2.9416140178891447e-06,9.78558604620732e-07,0.999999999994324
9.72993191637681e-11,-2.734540405670524e-06,9.063237358713587e-07,0.9999999999949376
9.921201559146524e-11,-2.5682063692517826e-06,8.694469636074493e-07,0.9999999999953778
1e-10,-2.4986612950399158e-06,8.591575885772707e-07,0.9999999999955524
1e-10,-2.4986612950399158e-06,8.591575885772707e-07,0.9999999999955524
1.0231124918858407e-10,-2.1992182950095592e-06,6.13582820811963e-07,0.9999999999964037
1.0468037853476488e-10,-1.8644415954603875e-06,4.022125692619762e-07,0.9999999999971576
1.0705960470563294e-10,-1.504254251038679e-06,2.3319456258731514e-07,0.999999999997794
1.0898778856016531e-10,-1.197922017669171e-06,1.2912308038568887e-07,0.9999999999982132
1.1e-10,-1.032885539086619e-06,8.650314080478708e-08,0.99999999999839
1.1e-10,-1.032885539086619e-06,8.650314080478708e-08,0.99999999999839
1.1219970674970986e-10,-7.263848905251041e-07,-2.0763784000909933e-07,0.9999999999986272
1.1445562624500692e-10,-3.7971387101166615e-07,-4.7074665735582684e-07,0.9999999999987164
1.1671310051260818e-10,-3.931607424885988e-09,-6.923689295285567e-07,0.9999999999986448
1.1897073837459293e-10,3.965200892265047e-07,-8.701815903323091e-07,0.9999999999984018
1.2e-10,5.860531120505298e-07,-9.362382375868769e-07,0.999999999998241
1.2e-10,5.860531120505298e-07,-9.362382375868769e-07,0.999999999998241
1.2201168468294907e-10,7.969842110514142e-07,-1.1756797747726437e-06,0.9999999999978344
1.2407355720038716e-10,1.0375229588070656e-06,-1.3975724716216048e-06,0.9999999999973086
1.2614317721605e-10,1.3016058795245813e-06,-1.5944198966702081e-06,0.9999999999966958
1.2822530188271408e-10,1.5877651433882167e-06,-1.7645476268408966e-06,0.999999999995984
1.3e-10,1.8459304956151462e-06,-1.8863232181763199e-06,0.9999999999953036
1.3e-10,1.8459304956151462e-06,-1.8863232181763199e-06,0.9999999999953036
1.3183475680923462e-10,1.924793202679464e-06,-1.9997679332124028e-06,0.9999999999949208
1.3377869342192944e-10,2.0195990976188386e-06,-2.112619833834585e-06,0.9999999999944876
1.357363397128457e-10,2.126181190280601e-06,-2.2177012329866297e-06,0.9999999999940224
1.3770995716356752e-10,2.244198897682469e-06,-2.3140133643183154e-06,0.9999999999935324
1.3927657232226793e-10,2.34488749582889e-06,-2.3830005835571296e-06,0.9999999999931224
1.3999999999999998e-10,2.393338695850232e-06,-2.4125015486558253e-06,0.9999999999929312
1.3999999999999998e-10,2.393338695850232e-06,-2.4125015486558253e-06,0.9999999999929312
1.4174790619644482e-10,2.3553363635371222e-06,-2.374397682582789e-06,0.9999999999930957
1.436837611247118e-10,2.3098136260036088e-06,-2.338504405332888e-06,0.9999999999932704
1.4563005949519716e-10,2.2610228202629824e-06,-2.309288214745261e-06,0.999999999993431
1.4758309726159056e-10,2.2096728140758883e-06,-2.2870000968951243e-06,0.9999999999935798
1.4916839619201816e-10,2.166686075023231e-06,-2.2740982618241935e-06,0.9999999999936868
1.4999999999999997e-10,2.1437973081911513e-06,-2.2691794329745725e-06,0.9999999999937408
1.4999999999999997e-10,2.1437973081911513e-06,-2.2691794329745725e-06,0.9999999999937408
1.5190393518248394e-10,2.0159041545464854e-06,-2.0706977272555247e-06,0.9999999999944168
1.540143312063775e-10,1.8533853785316758e-06,-1.8695485791696027e-06,0.9999999999951064
1.561282014949303e-10,1.6705808556685125e-06,-1.6896285364586472e-06,0.9999999999957322
1.582470486638041e-10,1.4693489641582338e-06,-1.5324390556723655e-06,0.9999999999962832
1.5999999999999996e-10,1.2908547517464487e-06,-1.4208033121214831e-06,0.9999999999966792
1.5999999999999996e-10,1.2908547517464487e-06,-1.4208033121214831e-06,0.9999999999966792
1.6198665689125313e-10,1.1324125828317032e-06,-1.1073141477300276e-06,0.9999999999972484
1.6418696273783412e-10,9.227059405917709e-07,-7.841782440978249e-07,0.9999999999977544
1.6639338961212561e-10,6.787198496755581e-07,-4.886044111874074e-07,0.9999999999981242
1.6860527406480903e-10,4.0312499165967225e-07,-2.2376056795946088e-07,0.9999999999983564
1.6999999999999998e-10,2.1480794893112717e-07,-7.409368100533662e-08,0.999999999998428
1.6999999999999998e-10,2.1480794893112717e-07,-7.409368100533662e-08,0.999999999998428
1.720559521511923e-10,9.234658187331936e-08,2.620121579846703e-07,0.9999999999983986
1.7433652244466597e-10,-8.138223721072248e-08,6.149683927201283e-07,0.9999999999982198
1.7662762071015432e-10,-2.940102483901348e-07,9.448366372096891e-07,0.9999999999978996
1.7893567671330947e-10,-5.442574591578466e-07,1.2485160150402878e-06,0.9999999999974356
1.7999999999999997e-10,-6.710305863151448e-07,1.3779562184640256e-06,0.9999999999971791
1.7999999999999997e-10,-6.710305863151448e-07,1.3779562184640256e-06,0.9999999999971791
1.8202952296859268e-10,-7.100296364405225e-07,1.617963363200721e-06,0.9999999999967756
1.8426897894622746e-10,-7.792589980241811e-07,1.8757094778163696e-06,0.999999999996256
1.865304940295963e-10,-8.764257259699726e-07,2.125793667628631e-06,0.9999999999956593
1.887943098890893e-10,-1.0001561913464286e-06,2.363178284744174e-06,0.999999999994993
1.8999999999999996e-10,-1.0764333089049582e-06,2.483423988442919e-06,0.9999999999946108
1.8999999999999996e-10,-1.0764333089049582e-06,2.483423988442919e-06,0.9999999999946108
1.9195467554611186e-10,-1.0353795207111321e-06,2.553892022866803e-06,0.9999999999944632
1.9411604642365627e-10,-9.969229579698878e-07,2.6371962479697273e-06,0.9999999999942738
1.9629565175505032e-10,-9.661669079611135e-07,2.72612179281183e-06,0.9999999999940496
1.9849464443616168e-10,-9.438987524191751e-07,2.819889285929428e-06,0.9999999999937972
1.9999999999999998e-10,-9.339884667630808e-07,2.8858862242698607e-06,0.999999999993611
1.9999999999999998e-10,-9.339884667630808e-07,2.8858862242698607e-06,0.999999999993611
2.0221973921508762e-10,-8.38509702692465e-07,2.7621258380413955e-06,0.9999999999940319
2.045054807750343e-10,-7.260180767122323e-07,2.649904300356629e-06,0.9999999999944152
2.067823340957593e-10,-6.013330809571106e-07,2.5546721956350044e-06,0.9999999999947372
2.0905548298869173e-10,-4.6608702022746107e-07,2.4770306436526093e-06,0.9999999999949996
2.099999999999999e-10,-4.071775132058813e-07,2.450066437256423e-06,0.9999999999950888
2.099999999999999e-10,-4.071775132058813e-07,2.450066437256423e-06,0.9999999999950888
2.121836865136283e-10,-3.2552823089190337e-07,2.1712565079067087e-06,0.9999999999957562
2.145968051498239e-10,-2.0165768917385584e-07,1.8803905359479043e-06,0.999999999996374
2.170202181456837e-10,-4.371122303433203e-08,1.6099797000798099e-06,0.9999999999968652
2.1897693473504955e-10,1.0665621809894563e-07,1.4097548302057082e-06,0.9999999999971626
2.199999999999999e-10,1.9285827265612316e-07,1.3120850585267756e-06,0.9999999999972828
2.199999999999999e-10,1.9285827265612316e-07,1.3120850585267756e-06,0.9999999999972828
2.2223714782845759e-10,2.0989924755871216e-07,9.62004138304146e-07,0.999999999997684
2.2471427753833584e-10,2.7136576248545963e-07,5.842891227113124e-07,0.9999999999979596
2.271925040034091e-10,3.765006443556863e-07,2.2158828029571124e-07,0.9999999999980788
2.2913617127087478e-10,4.883656760707181e-07,-4.920536201219423e-08,0.9999999999980572
2.299999999999999e-10,5.460719296645826e-07,-1.6507115438406447e-07,0.999999999998013
2.299999999999999e-10,5.460719296645826e-07,-1.6507115438406447e-07,0.999999999998013
