Time,mx,my,mz
0.0,0.0,0.0,1.0
6.1154309191637945e-12,9.625160622842934e-07,4.3113293613484175e-07,0.9999999999993145
1e-11,1.2832980803185e-06,1.03003381804291e-06,0.999999999998738
1e-11,1.2832980803185e-06,1.03003381804291e-06,0.999999999998738
1.2904618123430526e-11,1.2699092774531957e-06,1.2211233526057855e-06,0.9999999999983648
1.590196164885606e-11,1.1823485178043188e-06,1.3927231121056447e-06,0.9999999999982336
1.8888824492579804e-11,1.0362250340377257e-06,1.511555224888474e-06,0.9999999999982327
2e-11,9.716229512603462e-07,1.5385858792150753e-06,0.9999999999982606
2e-11,9.716229512603462e-07,1.5385858792150753e-06,0.9999999999982606
2.3115212202908014e-11,5.542602838864925e-07,1.3080184847545604e-06,0.9999999999989863
2.632341356973339e-11,2.583753122168058e-07,9.184076542592449e-07,0.9999999999995
2.8860515729843505e-11,1.5565941657083054e-07,5.496002027552838e-07,0.9999999999998974
3e-11,1.5109043626147338e-07,3.792551521248385e-07,0.9999999999999486
3e-11,1.5109043626147338e-07,3.792551521248385e-07,0.9999999999999486
3.2969540586895265e-11,-5.6233806807383074e-08,-1.0923319147556644e-07,0.9999999999999823
3.6036449962741787e-11,-5.837449089961799e-08,-6.467850680728071e-07,0.9999999999998452
3.912708567192487e-11,1.5385508552260902e-07,-1.131956044362873e-06,0.9999999999992318
4e-11,2.4814230601058325e-07,-1.24706551469138e-06,0.999999999999088
4e-11,2.4814230601058325e-07,-1.24706551469138e-06,0.999999999999088
4.2540665048523157e-11,3.411725108714097e-07,-1.3882212164640377e-06,0.999999999998962
4.5167251150663995e-11,4.797479796011411e-07,-1.4905775758771196e-06,0.9999999999987746
4.779424862263861e-11,6.448132067404326e-07,-1.537646791568861e-06,0.9999999999985598
5.000000000000001e-11,7.895688648115069e-07,-1.5308658103362512e-06,0.999999999998401
5.000000000000001e-11,7.895688648115069e-07,-1.5308658103362512e-06,0.999999999998401
5.266001586014618e-11,8.144173079475659e-07,-1.21855720075656e-06,0.9999999999989067
5.5417522652233e-11,7.248234030991677e-07,-9.14127339505662e-07,0.9999999999992089
5.818179957372143e-11,5.322172983905383e-07,-6.693616496020126e-07,0.9999999999996178
6.000000000000001e-11,3.6287704539196614e-07,-5.572666869968243e-07,0.9999999999997828
