  Oxs_RungeKuttaEvolve:evolve:Total energy (J), Oxs_RungeKuttaEvolve:evolve:Energy calc count, Oxs_RungeKuttaEvolve:evolve:Max dm/dt (deg/ns), Oxs_RungeKuttaEvolve:evolve:dE/dt (J/s), Oxs_RungeKuttaEvolve:evolve:Delta E (J), Oxs_CubicAnisotropy::Energy (J), Oxs_UniformExchange::Energy (J), Oxs_UniformExchange::Max Spin Ang (deg), Oxs_UniformExchange::Stage Max Spin Ang (deg), Oxs_UniformExchange::Run Max Spin Ang (deg), Oxs_ScriptUZeeman::Energy (J), Oxs_ScriptUZeeman::B (mT), Oxs_ScriptUZeeman::Bx (mT), Oxs_ScriptUZeeman::By (mT), Oxs_ScriptUZeeman::Bz (mT), Oxs_FixedZeeman::Energy (J), Oxs_Demag::Energy (J), Oxs_TimeDriver::Iteration, Oxs_TimeDriver::Stage iteration, Oxs_TimeDriver::Stage, Oxs_TimeDriver::mx, Oxs_TimeDriver::my, Oxs_TimeDriver::mz, Oxs_TimeDriver::mx_corner, Oxs_TimeDriver::my_corner, Oxs_TimeDriver::mz_corner, Oxs_TimeDriver::Last time step (s), Oxs_TimeDriver::Simulation time (s)
  -1.9828456466080463e-17, 1,              4683.0853863689154, -4.72266323052983e-08, 0,              -1.0238578701658655e-21, 0,              0,              0,              0,              -1.2796801199499635e-18, 200,            0,              200,            0,              -3.1992002998750553e-17, 1.3444250510490219e-17, 0,              0,              0,              0.99975009371095891, 0.019995001874219157, 0.0099975009371095786, 0.99975009371095369, 0.019995001874219126, 0.009997500937109563, 0,              0              
  -1.9828552122040808e-17, 7,              4683.1767793221916, -4.7081795507599001e-08, -9.5655960286886094e-23, -1.0208924159976125e-21, 3.7802753347258871e-26, 0.0037340415789384701, 0.0037340415789384701, 0.0037340415789384701, -1.2795987408402625e-18, 199.99997718090157, 0,              199.99997718090157, 0,              -3.1992026168148072e-17, 1.3444093641560771e-17, 1,              1,              0,              0.99975081775462638, 0.019993732606823886, 0.0099273679003753605, 0.99975110349798246, 0.019995481878400095, 0.0098949623393705128, 2.0285771486575296e-15, 2.0285771486575296e-15
  -1.9828931807836556e-17, 13,             4683.5333591752351, -4.6502473672146098e-08, -3.7968579575163361e-22, -1.0092648293912851e-21, 9.4502466963854823e-25, 0.018667886845917536, 0.018667886845917536, 0.018667886845917536, -1.2792823252216111e-18, 199.99942952332094, 0,              199.99942952332094, 0,              -3.1992117014635003e-17, 1.3443475851824781e-17, 2,              2,              0,              0.99975365670734417, 0.019988843347432523, 0.0096468385066266898, 0.99975501990320736, 0.019997539004688574, 0.0094848105036359556, 8.1143085946301183e-15, 1.0142885743287648e-14
  -1.9830403544742289e-17, 19,             4684.8153965345746, -4.4185248348024174e-08, -1.4717369057353602e-21, -9.665024004040213e-22, 1.6666942400900447e-23, 0.078364447161214143, 0.078364447161214143, 0.078364447161214143, -1.2781622981122158e-18, 199.98993703019624, 0,              199.98993703019624, 0,              -3.1992451103167119e-17, 1.344115969199505e-17, 3,              3,              0,              0.99976409697397295, 0.019972290810800111, 0.0085247850193412248, 0.99976872162801489, 0.02000796084036784, 0.0078442646050501559, 3.2457234378520473e-14, 4.260012012180812e-14
  -1.9835537601936096e-17, 25,             4687.610368569055, -3.4895392897069865e-08, -5.1340571938041246e-21, -8.5540634761814224e-22, 2.7279625237743837e-22, 0.31642207427119096, 0.31642207427119096, 0.31642207427119096, -1.2760110856966347e-18, 199.83519993959021, 0,              199.83519993959021, 0,              -3.1993318908119252e-17, 1.3434375001975032e-17, 4,              4,              0,              0.99979121587872577, 0.019954115411135821, 0.0040388782666026498, 0.99979211617423069, 0.020084710623463953, 0.001284379533673882, 1.2982893751408189e-13, 1.7242905763589001e-13
  -1.9843739178365237e-17, 31,             4671.2416127811593, 3.9654851267091692e-09, -8.2015764291421717e-21, -1.3622970374943146e-21, 4.3619502246898539e-21, 1.253633356328826, 1.253633356328826, 1.253633356328826, -1.3039058803595214e-18, 197.36409637995317, 0,              197.36409637995317, 0,              -3.1989356142194523e-17, 1.3446523191001614e-17, 5,              5,              0,              0.99966737944357875, 0.020645628819332604, -0.013786266752359357, 0.99938643561804008, 0.020949768614039709, -0.024834669039245784, 5.1931575005632757e-13, 6.9174480769221756e-13
  -1.9626482039236042e-17, 37,             4432.4505023774782, 2.3527333488459217e-07, 2.1725713912919294e-19, -1.5987246474151809e-20, 6.3519636388650967e-20, 4.5817181576273862, 4.5817181576273862, 4.5817181576273862, -1.791996303279483e-18, 162.87731773092136, 0,              162.87731773092136, 0,              -3.1873874897408115e-17, 1.3991856771537055e-17, 6,              6,              0,              0.99605859054400381, 0.034381634752849652, -0.077104925932119359, 0.99091280069319176, 0.032504294353091032, -0.12042578444667573, 2.0295338055151131e-12, 2.7212786132073306e-12
  -1.8717226131652146e-17, 43,             3716.2817487629454, 5.6192482118633498e-07, 9.092559075838974e-19, -4.4586444709869373e-20, 1.8894818383874618e-19, 8.9961057142316943, 8.9961057142316943, 8.9961057142316943, -2.1249260726275787e-18, 101.11173130028109, 0,              101.11173130028109, 0,              -3.1641419674478462e-17, 1.4904757876325016e-17, 7,              7,              0,              0.98879436482745175, 0.065673823319675681, -0.12489305735222368, 0.97342363568883161, 0.058102863422118192, -0.20340872652211875, 2.2386851140874998e-12, 4.9599637272948308e-12
  -1.7327167487184441e-17, 49,             3086.8304682339472, 6.2803442256584828e-07, 1.3900586444677086e-18, -7.3430685303038049e-20, 3.4508756266688732e-19, 12.507234438556189, 12.507234438556189, 12.507234438556189, -1.6212009536276477e-18, 47.839182138793021, 0,              47.839182138793021, 0,              -3.1397341814746823e-17, 1.5419718403826182e-17, 8,              8,              0,              0.98116693171083846, 0.10590174734567936, -0.14616906414876804, 0.9538418778552944, 0.092907632488797562, -0.25931914213394952, 2.2228897612774665e-12, 7.1828534885722969e-12
  -1.6141998972198038e-17, 55,             2788.2842084627864, 4.0915505568756846e-07, 1.1851685149863999e-18, -9.9731982359005359e-20, 5.0340945587618764e-19, 14.452840547313167, 14.452840547313167, 14.452840547313167, -8.1594857005058592e-19, 17.164501570842916, 0,              17.164501570842916, 0,              -3.1164254076627601e-17, 1.5434526200962968e-17, 9,              9,              0,              0.97388293989461172, 0.14855306289461134, -0.14806438482631654, 0.93464661137911231, 0.13366342181803512, -0.2955571459662501, 2.22791179712199e-12, 9.4107652856942865e-12
  -1.5514646141190529e-17, 61,             2839.2365459032349, 1.6657835166284412e-07, 6.2735283100750947e-19, -1.2477616593286239e-19, 6.4201707762872531e-19, 15.264414594564105, 15.264414594564105, 15.264414594564105, -2.8180818205037526e-19, 4.6495239599706721, 0,              4.6495239599706721, 0,              -3.0929968830255415e-17, 1.5179889959419395e-17, 10,             10,             0,              0.96656152594548128, 0.18940660946996762, -0.13892905589183405, 0.91559702162175371, 0.17839455445644883, -0.31997550164078697, 2.2369524906182515e-12, 1.1647717776312538e-11
  -1.5304615431042792e-17, 67,             3045.7705060510707, 3.8300153625138027e-08, 2.1003071014774398e-19, -1.4910006303669724e-19, 7.4740558955809906e-19, 15.687537103484013, 15.687537103484013, 15.687537103484013, -6.7285461771515311e-20, 0.92800306517466891, 0,              0.92800306517466891, 0,              -3.0688266196870283e-17, 1.4852630701077605e-17, 11,             11,             0,              0.95900831865219582, 0.22658014388821948, -0.12394243012571581, 0.89573664137631603, 0.22680591657660035, -0.33712015449909088, 2.27317902859006e-12, 1.3920896804902599e-11
  -1.5273259348463811e-17, 73,             3184.9355733326779, -1.234578976040916e-09, 3.1356082578986731e-20, -1.7085378448139389e-19, 8.1063627292331382e-19, 16.131408736533054, 16.131408736533054, 16.131408736533054, -1.1876173947295692e-20, 0.14402024404978794, 0,              0.14402024404978794, 0,              -3.0457554510245299e-17, 1.4556388847286865e-17, 12,             12,             0,              0.95179857844516502, 0.25769324187833675, -0.10610798523050818, 0.87537880657894906, 0.27670129268201205, -0.34766832183204455, 2.2342205483333923e-12, 1.6155117353235992e-11
  -1.5285153226006273e-17, 85,             3271.3787350590869, -8.6285762134304862e-09, -1.1893877542478463e-20, -1.8747697503350585e-19, 8.3749347975667801e-19, 16.365403093143897, 16.365403093143897, 16.365403093143897, -1.9396449956285241e-21, 0.021619134854182865, 0,              0.021619134854182865, 0,              -3.0269137978626093e-17, 1.4335907892892275e-17, 13,             13,             0,              0.94591056183206601, 0.28037156214724246, -0.08845958598042282, 0.85645744089561815, 0.32246009462747244, -0.35178450281382512, 1.993852031077464e-12, 1.8148969384313456e-11
  -1.5302188869097635e-17, 91,             3327.3867355789757, -9.4009076006192303e-09, -1.7035643091358591e-20, -2.000004848595925e-19, 8.4555664849729918e-19, 16.110814790803811, 16.365403093143897, 16.365403093143897, -2.8971638194015505e-22, 0.0030499126507999431, 0,              0.0030499126507999431, 0,              -3.0117081457936011e-17, 1.4169626141582609e-17, 14,             14,             0,              0.94115879556049997, 0.29684905675102602, -0.071022188190760116, 0.83824015845210242, 0.36534899238426394, -0.35118362872432085, 1.8515759518858193e-12, 2.0000545336199275e-11
  -1.5319142120919344e-17, 97,             3351.990006459192, -9.1777984737321913e-09, -1.6953251821706975e-20, -2.09290357546098e-19, 8.4677174289719542e-19, 15.33788466681878, 16.365403093143897, 16.365403093143897, -3.6375866327560904e-23, 0.00036835927815945208, 0,              0.00036835927815945208, 0,              -2.9994087197154473e-17, 1.4037500066750359e-17, 15,             15,             0,              0.93731522491107733, 0.3085970383089448, -0.053189235376509617, 0.81968470845346331, 0.40751471561644842, -0.34657775871994995, 1.8228681158304154e-12, 2.1823413452029691e-11
  -1.5335997014119777e-17, 103,            3388.6785692499129, -9.0518770738693705e-09, -1.6854893200436717e-20, -2.1546073212300912e-19, 8.4907096661227096e-19, 14.264464754624598, 16.365403093143897, 16.365403093143897, -3.5908366425628251e-24, 3.5521224936782234e-05, 0,              3.5521224936782234e-05, 0,              -2.9899204056109202e-17, 1.3929600398336806e-17, 16,             16,             0,              0.93435012675341256, 0.31590589930329488, -0.034689502959265595, 0.80025712192356879, 0.45000000430946985, -0.33786928687483569, 1.8540100410582799e-12, 2.367742349308797e-11
  -1.5352889415510056e-17, 109,            3334.7467580590414, -9.2251029886461152e-09, -1.6892401390281755e-20, -2.1821214161073653e-19, 8.5731881435350469e-19, 13.158229892080165, 16.365403093143897, 16.365403093143897, -2.885045650008355e-25, 2.8305002671027507e-06, 0,              2.8305002671027507e-06, 0,              -2.9835847169161872e-17, 1.3843851369413612e-17, 17,             17,             0,              0.93237022403630831, 0.31852205636795311, -0.016142888736560342, 0.78051146171704711, 0.49166303305114428, -0.32510405448775048, 1.8541098036502696e-12, 2.553153329673824e-11
  -1.5370566275933458e-17, 115,            3159.7414328862801, -9.7038742071257358e-09, -1.7676860423399647e-20, -2.1749015311437337e-19, 8.7406237899072667e-19, 12.504680831339694, 16.365403093143897, 16.365403093143897, -1.8347663845003732e-26, 1.8118028378459358e-07, 0,              1.8118028378459358e-07, 0,              -2.9802980378679542e-17, 1.3775841895217396e-17, 18,             18,             0,              0.93134313683373515, 0.31646075565156218, 0.0023140783477378483, 0.76063488847804583, 0.53235507019478578, -0.308172605335712, 1.8728125655258734e-12, 2.7404345862264113e-11
  -1.5390020959128041e-17, 121,            2927.4845604478537, -1.0488660879542647e-08, -1.9454683194583167e-20, -2.1317084097284586e-19, 8.9969730485671473e-19, 12.131991785183592, 16.365403093143897, 16.365403093143897, -8.5922093308224926e-28, 8.6747961448699386e-09, 0,              8.6747961448699386e-09, 0,              -2.9798970931048312e-17, 1.3722423508895623e-17, 19,             19,             0,              0.93121784159525922, 0.30952490076321953, 0.020727327554262313, 0.74068311335539549, 0.57218532958674384, -0.28670677306982856, 1.9318004373848233e-12, 2.9336146299648934e-11
  -1.5411368530164024e-17, 127,            2650.6433593652978, -1.1546519836830549e-08, -2.1347571035988252e-20, -2.0549763647769062e-19, 9.3087785188874515e-19, 11.821951914042765, 16.365403093143897, 16.365403093143897, -3.1647973466245723e-29, 3.3203488075176569e-10, 0,              3.3203488075176569e-10, 0,              -2.9820705291028691e-17, 1.3683956545485262e-17, 20,             20,             0,              0.93189704034464615, 0.29786002259189504, 0.038267725993129158, 0.72166316495665472, 0.60929724308410504, -0.26146080635178637, 1.9415623487968894e-12, 3.1277708648445826e-11
  -1.5435025094942498e-17, 133,            2578.4067610763309, -1.2825136428805358e-08, -2.3656564778460642e-20, -1.9504794035270522e-19, 9.6362479603756736e-19, 11.278792593842544, 16.365403093143897, 16.365403093143897, -9.2538670817523898e-31, 1.026310490458537e-11, 0,              1.026310490458537e-11, 0,              -2.9861797909108494e-17, 1.3658195958482062e-17, 21,             21,             0,              0.93318118465964039, 0.28176984352518858, 0.054557399887854845, 0.70406693991771296, 0.64282599794224604, -0.23301021243326836, 1.9441207627173353e-12, 3.3221829411163163e-11
  -1.5463328365819311e-17, 139,            2884.1583731902315, -1.4366727141096119e-08, -2.8303270876817897e-20, -1.8173618302338954e-19, 9.9646454771188879e-19, 11.427594175127313, 16.365403093143897, 16.365403093143897, -1.6293659770477923e-32, 1.9579885303163931e-13, 0,              1.9579885303163931e-13, 0,              -2.9918333060632456e-17, 1.3640276330124662e-17, 22,             22,             0,              0.93494790814476358, 0.260050996184925, 0.070295626711852771, 0.68725319835604526, 0.67398622386451557, -0.19961849941290705, 2.0838178387792032e-12, 3.5305647249942367e-11
  -1.5493083057696218e-17, 151,            3139.5235684053769, -1.5883674291930333e-08, -2.975469187690721e-20, -1.6832351856617559e-19, 1.024748328856171e-18, 11.951846575756884, 16.365403093143897, 16.365403093143897, -2.8189184696929643e-34, 3.7362293606083534e-15, 0,              3.7362293606083534e-15, 0,              -2.9974048709083117e-17, 1.3624540841096904e-17, 23,             23,             0,              0.93668902215884697, 0.23577568097575635, 0.083269556747182102, 0.67373441056602956, 0.69823421824863341, -0.16601177005675427, 1.9673974978324835e-12, 3.7273044747774851e-11
  -1.5523311911261568e-17, 157,            3329.6470993180847, -1.7224761269667914e-08, -3.0228853565359268e-20, -1.562623182652123e-19, 1.0522472787938669e-18, 12.645228666087126, 16.365403093143897, 16.365403093143897, -5.2770763748244713e-36, 7.8362578781687529e-17, 0,              7.8362578781687529e-17, 0,              -3.0019449559430404e-17, 1.3600152687640182e-17, 24,             24,             0,              0.93810779873219929, 0.21044309576984171, 0.09349393137056751, 0.66356030296279156, 0.71584049937573679, -0.13367776515648416, 1.8250590834172431e-12, 3.9098103831192092e-11
  -1.555544069250208e-17, 163,            3445.4134873171206, -1.83739654637237e-08, -3.2128781240504284e-20, -1.4572964472078409e-19, 1.0863800070921243e-18, 13.184524649770616, 16.365403093143897, 16.365403093143897, -8.417692893580912e-38, 1.435774509381812e-18, 0,              1.435774509381812e-18, 0,              -3.0051377788601429e-17, 1.3555286733728008e-17, 25,             25,             0,              0.93910555589379408, 0.18321324219473972, 0.10176291464122221, 0.65597967262642753, 0.72845735832184766, -0.10124796484966492, 1.8032203247244203e-12, 4.0901324155916512e-11
  -1.5589830598560418e-17, 169,            3597.2927778064955, -1.9245526211076521e-08, -3.4389906058337263e-20, -1.3738972837880925e-19, 1.1346093901412363e-18, 13.98818137670518, 16.365403093143897, 16.365403093143897, -1.0260247614013367e-39, 2.0832376264440167e-20, 0,              2.0832376264440167e-20, 0,              -3.0064858197061275e-17, 1.3477807936738429e-17, 26,             26,             0,              0.93952681865816434, 0.15391078476497325, 0.10819151351479206, 0.65097532642946776, 0.73645222575462166, -0.068508701749184747, 1.8255967126649837e-12, 4.2726920868581496e-11
  -1.5625767445902907e-17, 175,            3690.4266424991984, -1.9728929639193139e-08, -3.5936847342495887e-20, -1.321060843295586e-19, 1.2025313709510074e-18, 14.641663765804584, 16.365403093143897, 16.365403093143897, -9.5352052154244015e-42, 2.4198455673563519e-22, 0,              2.4198455673563519e-22, 0,              -3.0055147018681499e-17, 1.3358954286157144e-17, 27,             27,             0,              0.93922334433379695, 0.12313809071193992, 0.11263590570223084, 0.64875705938250938, 0.73990121245945617, -0.036127482430911573, 1.8408251195553316e-12, 4.4567745988136826e-11
