  Oxs_RungeKuttaEvolve:evolve:Total energy (J), Oxs_RungeKuttaEvolve:evolve:Energy calc count, Oxs_RungeKuttaEvolve:evolve:Max dm/dt (deg/ns), Oxs_RungeKuttaEvolve:evolve:dE/dt (J/s), Oxs_RungeKuttaEvolve:evolve:Delta E (J), Oxs_CubicAnisotropy::Energy (J), Oxs_UniformExchange::Energy (J), Oxs_UniformExchange::Max Spin Ang (deg), Oxs_UniformExchange::Stage Max Spin Ang (deg), Oxs_UniformExchange::Run Max Spin Ang (deg), Oxs_ScriptUZeeman::Energy (J), Oxs_ScriptUZeeman::B (mT), Oxs_ScriptUZeeman::Bx (mT), Oxs_ScriptUZeeman::By (mT), Oxs_ScriptUZeeman::Bz (mT), Oxs_FixedZeeman::Energy (J), Oxs_Demag::Energy (J), Oxs_TimeDriver::Iteration, Oxs_TimeDriver::Stage iteration, Oxs_TimeDriver::Stage, Oxs_TimeDriver::mx, Oxs_TimeDriver::my, Oxs_TimeDriver::mz, Oxs_TimeDriver::mx_corner, Oxs_TimeDriver::my_corner, Oxs_TimeDriver::mz_corner, Oxs_TimeDriver::Last time step (s), Oxs_TimeDriver::Simulation time (s)
  -8.830884105225109e-16, 1,              4831.5998971993095, -1.4455748647122889e-06, 0,              -2.8773523283349852e-20, 0,              0,              0,              0,              -4.0949763838330233e-17, 200,            0,              200,            0,              -1.0237440959600177e-15, 1.8163422279912034e-16, 0,              0,              0,              0.99975009371081403, 0.019995001874216174, 0.0099975009371080868, 0.99975009371095369, 0.019995001874219126, 0.009997500937109563, 0,              0              
  -8.8309124840905312e-16, 7,              4831.6846572713284, -1.4410635482700402e-06, -2.8378864720920024e-21, -2.8690162541560166e-20, 3.0065110517914271e-25, 0.0036800282193257114, 0.0036800282193257114, 0.0036800282193257114, -4.0945596820295118e-17, 199.99997856217564, 0,              199.99997856217564, 0,              -1.0237448375854615e-15, 1.8162787585859393e-16, 1,              1,              0,              0.99975081795455323, 0.019992969340438434, 0.0099289015260338662, 0.99975112686707457, 0.019995504747451008, 0.0098925588899492628, 1.9662224112362407e-15, 1.9662224112362407e-15
  -8.8310251126968882e-16, 13,             4832.0153036270503, -1.4230240858421322e-06, -1.1262860636544761e-20, -2.8362787134922356e-20, 7.5159815440033469e-24, 0.018397997162177483, 0.018397997162177483, 0.018397997162177483, -4.092932063016326e-17, 199.99946405508013, 0,              199.99946405508013, 0,              -1.0237477500792755e-15, 1.8160291471090336e-16, 2,              2,              0,              0.99975366218679351, 0.019985073393439964, 0.0096545077387323649, 0.99975513246215608, 0.019997659629419236, 0.0094727933086901101, 7.8648896449449627e-15, 9.8311120561812026e-15
  -8.8314614489217856e-16, 19,             4833.2032076948772, -1.3509447399325683e-06, -4.3633622488707657e-20, -2.7150360173789571e-20, 1.3255971519099966e-22, 0.077234029769104179, 0.077234029769104179, 0.077234029769104179, -4.087048759865215e-17, 199.99054614239174, 0,              199.99054614239174, 0,              -1.0237585360424451e-15, 1.8150989654937728e-16, 3,              3,              0,              0.99976419535395089, 0.019957236137122712, 0.0085570121304912507, 0.99976912237560878, 0.020008572989600446, 0.0077937915901766987, 3.1459558579779851e-14, 4.1290670635961057e-14
  -8.8329802912343821e-16, 25,             4835.7771297757581, -1.0629658361400961e-06, -1.5188423125982763e-19, -2.3852892565698006e-20, 2.1699583054367161e-21, 0.31190647878075139, 0.31190647878075139, 0.31190647878075139, -4.0735503033657666e-17, 199.84517167110167, 0,              199.84517167110167, 0,              -1.0237878673640347e-15, 1.8124702420851441e-16, 4,              4,              0,              0.99979283922269024, 0.01990579224339542, 0.0041694428957469356, 0.99979257252136966, 0.020088899136105478, 0.0010799628622640569, 1.258382343191194e-13, 1.6712890495508045e-13
  -8.8353570386029137e-16, 31,             4814.9812942683884, 1.4108440373374174e-07, -2.3767473685313039e-19, -3.5297816445001003e-20, 3.4721711253056528e-20, 1.236053528224818, 1.236053528224818, 1.236053528224818, -4.1774934876143955e-17, 197.52265914379507, 0,              197.52265914379507, 0,              -1.0236860263114919e-15, 1.8192583343253648e-16, 5,              5,              0,              0.99969338506981598, 0.020653749304926715, -0.013269632793205388, 0.99936933499412794, 0.020994247170774149, -0.025663569383366849, 5.0335293727647761e-13, 6.7048184223155806e-13
  -8.7613404597326282e-16, 37,             4602.9965114231118, 8.3393477860813459e-06, 7.4016578870287553e-18, -4.313686092458497e-19, 5.2489455390710923e-19, 4.599519129563939, 4.599519129563939, 4.599519129563939, -6.3849061397003343e-17, 163.79242161887646, 0,              163.79242161887646, 0,              -1.0201327427125745e-15, 2.0775423219165375e-16, 6,              6,              0,              0.99622338155524837, 0.038068061027632293, -0.076966507610917057, 0.99017155066740137, 0.033574839061439411, -0.1263165170002036, 2.0134117491059105e-12, 2.6838935913374684e-12
  -8.4215999618225308e-16, 43,             3906.223920960229, 2.1687828785270611e-05, 3.3974049791010413e-17, -1.2873004601826882e-18, 1.5802062172725397e-18, 9.0996181647050971, 9.0996181647050971, 9.0996181647050971, -8.2835326005722192e-17, 102.20302857834865, 0,              102.20302857834865, 0,              -1.012268883308954e-15, 2.5265130737533329e-16, 7,              7,              0,              0.98854383135639945, 0.079150172140397435, -0.12634336606249083, 0.97056889897679477, 0.062074516740258157, -0.21571401761986578, 2.2368839177694692e-12, 4.9207775091069376e-12
  -7.8722538196919612e-16, 49,             3309.9277221930211, 2.5343696484782175e-05, 5.4934614213055676e-17, -2.2993350687718141e-18, 2.8875659963575399e-18, 12.727956549954532, 12.727956549954532, 12.727956549954532, -6.6170821191397543e-17, 48.637172889784104, 0,              48.637172889784104, 0,              -1.0026459584991631e-15, 2.8100316679377878e-16, 8,              8,              0,              0.97914644384683847, 0.13286122266225997, -0.14991469051030737, 0.9478585549145645, 0.10140359111427651, -0.27765300878593668, 2.2204211342040756e-12, 7.1411986433110132e-12
  -7.3880425178397296e-16, 55,             3041.504403610093, 1.6983098829787758e-05, 4.8421130185223733e-17, -3.4087815931125711e-18, 4.1847313162196779e-18, 14.788615292794924, 14.788615292794924, 14.788615292794924, -3.4348472159386905e-17, 17.57546455317037, 0,              17.57546455317037, 0,              -9.9158435873399464e-16, 2.8635262938630145e-16, 9,              9,              0,              0.96834410032616536, 0.1908537310161777, -0.15487211983250027, 0.92466633771969975, 0.14816368941970998, -0.31935461867096782, 2.2241167169612958e-12, 9.3653153602723094e-12
  -7.2901561500788344e-16, 61,             3029.596616934869, 1.3870486238867058e-05, 9.7886367760892655e-18, -3.7440170228282977e-18, 4.5221217928699161e-18, 15.131250330848836, 15.131250330848836, 15.131250330848836, -2.6539469604370083e-17, 12.500000000000005, 0,              12.500000000000005, 0,              -9.8810675693079267e-16, 2.8485250675723769e-16, 10,             10,             0,              0.96494800481522713, 0.20733960628414275, -0.15411073891033311, 0.91795800034002129, 0.16251175210221047, -0.32866992745582141, 6.3468463972769001e-13, 9.9999999999999994e-12
  -7.2901561500788344e-16, 62,             3029.596616934869, 1.3870486238867058e-05, 0,              -3.7440170228282977e-18, 4.5221217928699161e-18, 15.131250330848836, 15.131250330848836, 15.131250330848836, -2.6539469604370083e-17, 12.500000000000005, 0,              12.500000000000005, 0,              -9.8810675693079267e-16, 2.8485250675723769e-16, 11,             0,              1,              0.96494800481522713, 0.20733960628414275, -0.15411073891033311, 0.91795800034002129, 0.16251175210221047, -0.32866992745582141, 0,              9.9999999999999994e-12
  -7.0921885786264342e-16, 68,             3202.5787368018241, 5.2303397000180309e-06, 1.9796757145240026e-17, -4.929960088421742e-18, 5.4907998292951201e-18, 15.805687425821125, 15.805687425821125, 15.805687425821125, -8.9290761958101779e-18, 3.335206535869959, 0,              3.335206535869959, 0,              -9.7518541650795851e-16, 2.7433479510025188e-16, 12,             1,              1,              0.9523295083085529, 0.2614471061593911, -0.14740274766961814, 0.89449509769842983, 0.21383036280101281, -0.35429663620305629, 2.1512140188970747e-12, 1.2151214018897075e-11
  -7.0310398224407814e-16, 74,             3435.2285083886973, 9.4622560827783059e-07, 6.1148756185657572e-18, -6.195690238000377e-18, 6.1458352099230166e-18, 16.237534933352226, 16.237534933352226, 16.237534933352226, -2.0536506911306612e-18, 0.63953996661131485, 0,              0.63953996661131485, 0,              -9.6011067596483527e-16, 2.5911019943996521e-16, 13,             2,              1,              0.93760808199690948, 0.31358763451231486, -0.13641606397116285, 0.86828871808169839, 0.27117650899429485, -0.37309351116921241, 2.2438804274388727e-12, 1.4395094446335947e-11
  -7.0268297381950976e-16, 80,             3611.1655685684595, -2.6775184176488749e-07, 4.2100842456842749e-19, -7.3871786208035081e-18, 6.4249621637502485e-18, 16.7296267673171, 16.7296267673171, 16.7296267673171, -3.5254941783941527e-19, 0.095738654609980725, 0,              0.095738654609980725, 0,              -9.4434936811386332e-16, 2.4298116016924621e-16, 14,             3,              1,              0.92221617979869452, 0.35961079906685184, -0.12334817329142561, 0.8404477669556677, 0.33061382321903898, -0.38411499414250438, 2.2095817377707261e-12, 1.6604676184106672e-11
  -7.0355282090548477e-16, 86,             3721.6696683019591, -4.4720613810308461e-07, -8.6984708597582745e-19, -8.4481988384003644e-18, 6.4277353135749007e-18, 16.961352278663785, 16.961352278663785, 16.961352278663785, -4.5206348361187271e-20, 0.011047630882714843, 0,              0.011047630882714843, 0,              -9.2857720927310639e-16, 2.2709005824080828e-16, 15,             4,              1,              0.90681368093076886, 0.39960444949825302, -0.10875000976345853, 0.81075403771176946, 0.39151028384096875, -0.3873884576534708, 2.1995622719955593e-12, 1.8804238456102232e-11
  -7.0408039033126402e-16, 92,             3751.2162158684951, -4.298355336265772e-07, -5.2756942577836124e-19, -8.9556580314855601e-18, 6.3646613681825053e-18, 16.825214591704288, 16.961352278663785, 16.961352278663785, -1.3086698051000129e-20, 0.0030517578125000065, 0,              0.0030517578125000065, 0,              -9.2025765884662078e-16, 2.1878135187671082e-16, 16,             5,              1,              0.89868911996740253, 0.41877433763200961, -0.10026571426198937, 0.79383486713190732, 0.42488675778479262, -0.38590599579644347, 1.1957615438977649e-12, 1.9999999999999999e-11
  -7.0408039033126402e-16, 93,             3751.2162158684951, -4.2983553362657636e-07, 0,              -8.9556580314855601e-18, 6.3646613681825053e-18, 16.825214591704288, 16.825214591704288, 16.961352278663785, -1.3086698051000129e-20, 0.0030517578125000065, 0,              0.0030517578125000065, 0,              -9.2025765884662078e-16, 2.1878135187671082e-16, 17,             0,              2,              0.89868911996740253, 0.41877433763200961, -0.10026571426198937, 0.79383486713190732, 0.42488675778479262, -0.38590599579644347, 0,              1.9999999999999999e-11
  -7.048697299237777e-16, 99,             3823.8227909979128, -3.6764270838104524e-07, -7.893395925142256e-19, -9.6728984328671839e-18, 6.2476495588024386e-18, 16.190873611866543, 16.825214591704288, 16.961352278663785, -1.4021487143567413e-21, 0.00030679356429111067, 0,              0.00030679356429111067, 0,              -9.0731087511119545e-16, 2.0586779621019682e-16, 18,             1,              2,              0.88604577647577598, 0.4463215703458201, -0.085559048848125346, 0.76484003064320127, 0.47983385120880806, -0.3784278829377255, 1.9740189485511515e-12, 2.1974018948551149e-11
