Time,mx,my,mz
0.0,0.0,0.0,1.0
5.985962729468885e-12,9.162149919386689e-07,4.58803389206481e-07,0.9999999999993264
8.750308101278722e-12,1.128415783293505e-06,8.940156826414991e-07,0.999999999999018
1e-11,1.1615291267414795e-06,1.1092588595196336e-06,0.9999999999987988
1e-11,1.1615291267414795e-06,1.1092588595196336e-06,0.9999999999987988
1.278553606645104e-11,1.0604553578798531e-06,1.2823296780555165e-06,0.9999999999986796
1.5666534961682114e-11,8.91627016247373e-07,1.3967390771154191e-06,0.9999999999986512
1.8556369054706294e-11,6.901175578066636e-07,1.4255838037322328e-06,0.999999999998792
2e-11,5.895772944100037e-07,1.4060238785900012e-06,0.999999999998871
2e-11,5.895772944100037e-07,1.4060238785900012e-06,0.999999999998871
2.2958986334695907e-11,2.0058585888013143e-07,1.0603462643377363e-06,0.9999999999993296
2.601123003391025e-11,-4.9074727747772794e-09,5.703650558121649e-07,0.9999999999999116
2.909790880960399e-11,2.9404715638605154e-08,4.535564446968157e-08,0.9999999999999905
3e-11,8.497681234166576e-08,-9.688693802286388e-08,0.9999999999999843
3e-11,8.497681234166576e-08,-9.688693802286388e-08,0.9999999999999843
3.3067854788415844e-11,8.332970374407063e-08,-5.719936300529033e-07,0.9999999999998936
3.6123789666938134e-11,2.906095629283875e-07,-9.858189635604601e-07,0.999999999999368
3.919974533174222e-11,6.622485044129367e-07,-1.255561515480311e-06,0.9999999999989964
4e-11,7.762126565362324e-07,-1.2939147363595766e-06,0.9999999999988972
4e-11,7.762126565362324e-07,-1.2939147363595766e-06,0.9999999999988972
4.2718337596321637e-11,9.123676698332416e-07,-1.2000863340755078e-06,0.9999999999988952
4.553236723637906e-11,1.001951588676935e-06,-1.0571217344636835e-06,0.9999999999989616
4.8362115447111104e-11,1.0258347164672038e-06,-8.932299925517059e-07,0.9999999999990536
5e-11,1.008176893436706e-06,-8.008305205900117e-07,0.9999999999991132
5e-11,1.008176893436706e-06,-8.008305205900117e-07,0.9999999999991132
5.277831125082807e-11,7.77173521900707e-07,-4.1143932653207346e-07,0.9999999999996012
5.5655734542084347e-11,3.9335586634007114e-07,-1.532780898568147e-07,0.999999999999936
5.854496896900194e-11,-6.528517101837045e-08,-8.76500126902197e-08,0.999999999999968
6e-11,-2.963123296344389e-07,-1.322474029914275e-07,0.9999999999999362
6e-11,-2.963123296344389e-07,-1.322474029914275e-07,0.9999999999999362
6.255879451789574e-11,-6.296101203299803e-07,-5.425657369138536e-08,0.9999999999998292
6.521422225632274e-11,-9.821066557366355e-07,-1.1353528065350466e-07,0.9999999999994491
6.788049432292975e-11,-1.2876221210569802e-06,-3.0563362708815516e-07,0.9999999999990496
7e-11,-1.4636279427188663e-06,-5.324651301003771e-07,0.9999999999987892
7e-11,-1.4636279427188663e-06,-5.324651301003771e-07,0.9999999999987892
7.235477202298328e-11,-1.3920110332325307e-06,-6.458722734854939e-07,0.999999999998807
7.480403984057985e-11,-1.282359359518473e-06,-7.266977243161999e-07,0.9999999999988912
7.725191027545909e-11,-1.1525430835056603e-06,-7.60564951381055e-07,0.9999999999990064
7.916675231750098e-11,-1.0483626795556037e-06,-7.523633168754146e-07,0.9999999999990936
8e-11,-1.0047159992708132e-06,-7.395711057879388e-07,0.999999999999128
8e-11,-1.0047159992708132e-06,-7.395711057879388e-07,0.999999999999128
8.23133189388923e-11,-6.490748974519781e-07,-6.308610833934478e-07,0.9999999999994974
8.47153931500695e-11,-3.406792465970776e-07,-3.977663859902876e-07,0.999999999999857
8.713293740117846e-11,-1.3206164888233982e-07,-7.196916446879408e-08,0.9999999999999604
8.907317029226199e-11,-5.6476861013937856e-08,2.2592382119235935e-07,0.9999999999999336
9.000000000000001e-11,-5.141677246341479e-08,3.7146192172137635e-07,0.9999999999998944
9.000000000000001e-11,-5.141677246341479e-08,3.7146192172137635e-07,0.9999999999998944
9.216661077083757e-11,9.392458136887817e-08,5.982888203504923e-07,0.9999999999998052
9.441430761972286e-11,1.6196267498638873e-07,8.665850969565668e-07,0.9999999999995892
9.667934563068237e-11,1.3824959402337458e-07,1.1404291778342156e-06,0.9999999999992017
9.892755582753602e-11,2.637330919153864e-08,1.384845726912523e-06,0.999999999998971
1.0000000000000002e-10,-5.44950663942549e-08,1.4836205713782244e-06,0.9999999999988468
1.0000000000000002e-10,-5.44950663942549e-08,1.4836205713782244e-06,0.9999999999988468
1.0197736277769185e-10,-1.4288927720188252e-07,1.4355404185968848e-06,0.9999999999989052
1.0403713023715937e-10,-2.1558745367246818e-07,1.3614482764588754e-06,0.9999999999989916
1.0609419535280291e-10,-2.624754749467177e-07,1.2706889527669613e-06,0.9999999999990836
1.0814594856009724e-10,-2.802077465868724e-07,1.1724508428288499e-06,0.9999999999991676
1.1000000000000002e-10,-2.707116382565281e-07,1.0848173984939136e-06,0.9999999999992552
1.1000000000000002e-10,-2.707116382565281e-07,1.0848173984939136e-06,0.9999999999992552
1.1195275985680092e-10,-2.6903181869191e-07,7.932975915490335e-07,0.999999999999606
1.139805538617614e-10,-1.7874418669701504e-07,5.093305713945296e-07,0.9999999999998378
1.1601370559132294e-10,-7.177119181811392e-09,2.6978662690195544e-07,0.9999999999999408
1.180503111076808e-10,2.289164126039236e-07,9.706742152393409e-08,0.9999999999999268
1.2000000000000005e-10,4.940042435146143e-07,8.987847561139929e-09,0.999999999999836
